Job ID,Client ID,Client Email,Client First Name,Client Last Name,Cleaner ID,Cleaner Email,Cleaner First Name,Cleaner Last Name,Property ID,Property Type,Property Size (sqft),Latitude,Longitude,Address,City,Scheduled Date,Start Time,End Time,Client Budget,Services Description,Winning Bid Amount,Bid Estimated Duration (hrs),Total Bids Received,Job Status,Review Overall Rating,Review Comment,Job Created At,Job Completed At
1357,1321,client_1@synthetic.test,Client1,Test,1188,cleaner_68@synthetic.test,Cleaner68,TestPremium,234,apartment,415,37.88401844,23.86438286,"138 Synthetic St, Athens",Athens,2025-10-13,15:00,,97.0,Need thorough cleaning of 415sqft apartment,30.0,1.0,5,completed,9,"Perfect cleaning, exceeded expectations.",2025-11-08 17:27:19,2025-11-08 17:27:19
1358,1603,client_283@synthetic.test,Client283,Test,1302,cleaner_182@synthetic.test,Cleaner182,TestBudget,601,house,2246,38.12501722,23.80842492,"13 Synthetic St, Athens",Athens,2025-03-13,16:00,,196.0,Regular cleaning service needed for 2246sqft space,110.0,8.0,7,completed,5,Got the job done but not exceptional.,2025-11-08 17:27:19,2025-11-08 17:27:19
1359,1782,client_462@synthetic.test,Client462,Test,1291,cleaner_171@synthetic.test,Cleaner171,TestAverage,840,office,2068,37.8397345,23.66184035,"182 Synthetic St, Athens",Athens,2025-06-07,15:00,,68.0,Need thorough cleaning of 2068sqft office,155.0,8.0,3,completed,6,"Average cleaning, met basic expectations.",2025-11-08 17:27:19,2025-11-08 17:27:19
1360,1399,client_79@synthetic.test,Client79,Test,1287,cleaner_167@synthetic.test,Cleaner167,TestBudget,331,house,1830,37.88399543,23.83376355,"33 Synthetic St, Athens",Athens,2025-09-23,16:00,,106.0,Need thorough cleaning of 1830sqft house,95.0,6.0,3,completed,5,Acceptable service but room for improvement.,2025-11-08 17:27:19,2025-11-08 17:27:19
1361,1336,client_16@synthetic.test,Client16,Test,1291,cleaner_171@synthetic.test,Cleaner171,TestAverage,251,office,3485,38.03162668,23.78553744,"40 Synthetic St, Athens",Athens,2024-12-14,15:00,,51.0,Need thorough cleaning of 3485sqft office,455.0,8.0,7,completed,8,Professional and on time. Recommended.,2025-11-08 17:27:19,2025-11-08 17:27:19
1363,1612,client_292@synthetic.test,Client292,Test,1169,cleaner_49@synthetic.test,Cleaner49,TestExperienced,614,house,2428,38.01475156,23.73096675,"15 Synthetic St, Athens",Athens,2025-08-09,08:00,,85.0,Regular cleaning service needed for 2428sqft space,305.0,8.0,6,completed,9,Excellent service! Very thorough and professional.,2025-11-08 17:27:19,2025-11-08 17:27:19
1365,1616,client_296@synthetic.test,Client296,Test,1210,cleaner_90@synthetic.test,Cleaner90,TestPremium,621,office,3627,38.0041749,23.85196163,"52 Synthetic St, Athens",Athens,2024-12-20,15:00,,179.0,Regular cleaning service needed for 3627sqft space,745.0,8.0,7,completed,10,"Perfect cleaning, exceeded expectations.",2025-11-08 17:27:19,2025-11-08 17:27:19
1366,1327,client_7@synthetic.test,Client7,Test,1311,cleaner_191@synthetic.test,Cleaner191,TestAverage,240,office,3430,37.85277128,23.80128531,"12 Synthetic St, Athens",Athens,2025-09-11,15:00,,117.0,Need thorough cleaning of 3430sqft office,270.0,5.0,5,completed,8,Professional and on time. Recommended.,2025-11-08 17:27:19,2025-11-08 17:27:19
1367,1681,client_361@synthetic.test,Client361,Test,1214,cleaner_94@synthetic.test,Cleaner94,TestBudget,703,apartment,1049,37.92302687,23.83532502,"42 Synthetic St, Athens",Athens,2025-11-01,16:00,,186.0,Need thorough cleaning of 1049sqft apartment,45.0,4.0,4,completed,7,"Good job overall, minor issues but satisfied.",2025-11-08 17:27:19,2025-11-08 17:27:19
1368,1741,client_421@synthetic.test,Client421,Test,1163,cleaner_43@synthetic.test,Cleaner43,TestBudget,787,house,2627,38.10386256,23.76062032,"38 Synthetic St, Athens",Athens,2025-09-11,13:00,,186.0,Need thorough cleaning of 2627sqft house,140.0,8.0,8,completed,6,Got the job done but not exceptional.,2025-11-08 17:27:19,2025-11-08 17:27:19
1369,1573,client_253@synthetic.test,Client253,Test,1236,cleaner_116@synthetic.test,Cleaner116,TestExperienced,561,office,3930,38.11888942,23.7656575,"78 Synthetic St, Athens",Athens,2025-09-17,14:00,,50.0,Regular cleaning service needed for 3930sqft space,555.0,8.0,6,completed,8,"Quality work, would use again.",2025-11-08 17:27:19,2025-11-08 17:27:19
1370,1812,client_492@synthetic.test,Client492,Test,1148,cleaner_28@synthetic.test,Cleaner28,TestPremium,889,apartment,871,38.05928683,23.66601441,"133 Synthetic St, Athens",Athens,2024-12-31,16:00,,178.0,Need thorough cleaning of 871sqft apartment,105.0,4.0,5,completed,10,Excellent service! Very thorough and professional.,2025-11-08 17:27:19,2025-11-08 17:27:19
1372,1681,client_361@synthetic.test,Client361,Test,1181,cleaner_61@synthetic.test,Cleaner61,TestBudget,703,apartment,1049,37.92302687,23.83532502,"42 Synthetic St, Athens",Athens,2025-02-18,16:00,,133.0,Regular cleaning service needed for 1049sqft space,45.0,4.0,6,completed,5,"Average cleaning, met basic expectations.",2025-11-08 17:27:19,2025-11-08 17:27:19
1373,1543,client_223@synthetic.test,Client223,Test,1192,cleaner_72@synthetic.test,Cleaner72,TestExperienced,524,office,3244,37.93994843,23.83077178,"157 Synthetic St, Athens",Athens,2025-08-11,09:00,,196.0,Deep cleaning required for office in Athens,420.0,8.0,6,completed,8,"Good job overall, minor issues but satisfied.",2025-11-08 17:27:19,2025-11-08 17:27:19
1374,1638,client_318@synthetic.test,Client318,Test,1292,cleaner_172@synthetic.test,Cleaner172,TestAverage,648,office,3406,37.88933773,23.77955771,"28 Synthetic St, Athens",Athens,2024-12-07,09:00,,198.0,Deep cleaning required for office in Athens,225.0,8.0,4,completed,7,"Quality work, would use again.",2025-11-08 17:27:19,2025-11-08 17:27:19
1375,1750,client_430@synthetic.test,Client430,Test,1261,cleaner_141@synthetic.test,Cleaner141,TestBudget,798,house,2312,38.10035279,23.72037592,"115 Synthetic St, Athens",Athens,2025-07-27,11:00,,56.0,Need thorough cleaning of 2312sqft house,145.0,5.0,4,completed,7,"Quality work, would use again.",2025-11-08 17:27:19,2025-11-08 17:27:19
1377,1336,client_16@synthetic.test,Client16,Test,1212,cleaner_92@synthetic.test,Cleaner92,TestExperienced,251,office,3485,38.03162668,23.78553744,"40 Synthetic St, Athens",Athens,2025-05-23,13:00,,81.0,Need thorough cleaning of 3485sqft office,465.0,8.0,4,completed,9,Outstanding work. Will definitely hire again!,2025-11-08 17:27:19,2025-11-08 17:27:19
1378,1752,client_432@synthetic.test,Client432,Test,1306,cleaner_186@synthetic.test,Cleaner186,TestExperienced,800,house,1467,38.04050536,23.86184601,"188 Synthetic St, Athens",Athens,2025-04-10,16:00,,200.0,Regular cleaning service needed for 1467sqft space,155.0,5.0,5,completed,9,"Perfect cleaning, exceeded expectations.",2025-11-08 17:27:19,2025-11-08 17:27:19
1380,1558,client_238@synthetic.test,Client238,Test,1148,cleaner_28@synthetic.test,Cleaner28,TestPremium,543,house,1631,37.85793704,23.71539181,"197 Synthetic St, Athens",Athens,2025-01-24,14:00,,38.0,Deep cleaning required for house in Athens,370.0,8.0,6,completed,10,Outstanding work. Will definitely hire again!,2025-11-08 17:27:19,2025-11-08 17:27:19
1381,1359,client_39@synthetic.test,Client39,Test,1251,cleaner_131@synthetic.test,Cleaner131,TestAverage,281,house,1200,38.07066668,23.69187095,"151 Synthetic St, Athens",Athens,2025-03-25,11:00,,49.0,Need thorough cleaning of 1200sqft house,50.0,5.0,3,completed,6,Acceptable service but room for improvement.,2025-11-08 17:27:19,2025-11-08 17:27:19
1383,1689,client_369@synthetic.test,Client369,Test,1271,cleaner_151@synthetic.test,Cleaner151,TestBudget,715,house,2582,37.88483687,23.74767287,"4 Synthetic St, Athens",Athens,2025-03-20,16:00,,80.0,Need thorough cleaning of 2582sqft house,145.0,7.0,7,completed,6,Acceptable service but room for improvement.,2025-11-08 17:27:20,2025-11-08 17:27:20
1384,1692,client_372@synthetic.test,Client372,Test,1237,cleaner_117@synthetic.test,Cleaner117,TestExperienced,719,house,2676,37.90444569,23.71279301,"64 Synthetic St, Athens",Athens,2024-12-13,16:00,,169.0,Regular cleaning service needed for 2676sqft space,265.0,5.0,8,completed,7,"Quality work, would use again.",2025-11-08 17:27:20,2025-11-08 17:27:20
1385,1743,client_423@synthetic.test,Client423,Test,1216,cleaner_96@synthetic.test,Cleaner96,TestPremium,790,office,4770,37.91897836,23.60534587,"142 Synthetic St, Athens",Athens,2024-11-12,12:00,,171.0,Regular cleaning service needed for 4770sqft space,1170.0,8.0,4,completed,9,"Perfect cleaning, exceeded expectations.",2025-11-08 17:27:20,2025-11-08 17:27:20
1386,1435,client_115@synthetic.test,Client115,Test,1243,cleaner_123@synthetic.test,Cleaner123,TestAverage,378,office,3789,38.03337271,23.84234721,"43 Synthetic St, Athens",Athens,2025-04-07,13:00,,95.0,Need thorough cleaning of 3789sqft office,300.0,7.0,4,completed,7,"Good job overall, minor issues but satisfied.",2025-11-08 17:27:20,2025-11-08 17:27:20
1387,1486,client_166@synthetic.test,Client166,Test,1286,cleaner_166@synthetic.test,Cleaner166,TestBudget,447,office,4230,38.04375405,23.74918478,"144 Synthetic St, Athens",Athens,2025-08-02,13:00,,117.0,Regular cleaning service needed for 4230sqft space,315.0,6.0,7,completed,5,Acceptable service but room for improvement.,2025-11-08 17:27:20,2025-11-08 17:27:20
1388,1413,client_93@synthetic.test,Client93,Test,1188,cleaner_68@synthetic.test,Cleaner68,TestPremium,350,house,2699,37.95987291,23.8132176,"128 Synthetic St, Athens",Athens,2025-05-07,09:00,,138.0,Need thorough cleaning of 2699sqft house,455.0,7.0,5,completed,9,Excellent service! Very thorough and professional.,2025-11-08 17:27:20,2025-11-08 17:27:20
1389,1527,client_207@synthetic.test,Client207,Test,1223,cleaner_103@synthetic.test,Cleaner103,TestExperienced,500,office,3650,37.89716482,23.62952303,"36 Synthetic St, Athens",Athens,2025-03-15,08:00,,108.0,Deep cleaning required for office in Athens,430.0,6.0,4,completed,8,"Good job overall, minor issues but satisfied.",2025-11-08 17:27:20,2025-11-08 17:27:20
1390,1461,client_141@synthetic.test,Client141,Test,1294,cleaner_174@synthetic.test,Cleaner174,TestBudget,411,house,1053,37.94041344,23.66819786,"129 Synthetic St, Athens",Athens,2025-10-19,13:00,,146.0,Deep cleaning required for house in Athens,35.0,3.0,4,completed,6,"Average cleaning, met basic expectations.",2025-11-08 17:27:20,2025-11-08 17:27:20
1391,1602,client_282@synthetic.test,Client282,Test,1285,cleaner_165@synthetic.test,Cleaner165,TestBudget,600,house,1864,38.0039755,23.84698458,"79 Synthetic St, Athens",Athens,2025-08-01,16:00,,126.0,Regular cleaning service needed for 1864sqft space,135.0,6.0,6,completed,7,"Good job overall, minor issues but satisfied.",2025-11-08 17:27:20,2025-11-08 17:27:20
1392,1756,client_436@synthetic.test,Client436,Test,1243,cleaner_123@synthetic.test,Cleaner123,TestAverage,805,apartment,499,38.07116111,23.62014194,"151 Synthetic St, Athens",Athens,2025-05-04,10:00,,77.0,Regular cleaning service needed for 499sqft space,15.0,1.0,4,completed,6,"Average cleaning, met basic expectations.",2025-11-08 17:27:20,2025-11-08 17:27:20
1393,1406,client_86@synthetic.test,Client86,Test,1221,cleaner_101@synthetic.test,Cleaner101,TestPremium,343,house,2330,38.07318943,23.75660113,"2 Synthetic St, Athens",Athens,2025-03-21,15:00,,121.0,Regular cleaning service needed for 2330sqft space,500.0,7.0,6,completed,9,"Perfect cleaning, exceeded expectations.",2025-11-08 17:27:20,2025-11-08 17:27:20
1394,1793,client_473@synthetic.test,Client473,Test,1164,cleaner_44@synthetic.test,Cleaner44,TestExperienced,857,apartment,534,38.10953474,23.71007552,"78 Synthetic St, Athens",Athens,2025-10-16,16:00,,43.0,Need thorough cleaning of 534sqft apartment,25.0,1.0,3,completed,7,Professional and on time. Recommended.,2025-11-08 17:27:20,2025-11-08 17:27:20
1395,1614,client_294@synthetic.test,Client294,Test,1266,cleaner_146@synthetic.test,Cleaner146,TestPremium,616,house,2502,38.09609052,23.60377959,"187 Synthetic St, Athens",Athens,2024-12-28,11:00,,194.0,Regular cleaning service needed for 2502sqft space,480.0,5.0,3,completed,10,"Perfect cleaning, exceeded expectations.",2025-11-08 17:27:20,2025-11-08 17:27:20
1396,1446,client_126@synthetic.test,Client126,Test,1278,cleaner_158@synthetic.test,Cleaner158,TestAverage,392,house,2625,37.98452048,23.64373915,"13 Synthetic St, Athens",Athens,2025-07-17,13:00,,123.0,Regular cleaning service needed for 2625sqft space,215.0,7.0,4,completed,7,"Good job overall, minor issues but satisfied.",2025-11-08 17:27:20,2025-11-08 17:27:20
1397,1545,client_225@synthetic.test,Client225,Test,1167,cleaner_47@synthetic.test,Cleaner47,TestExperienced,527,office,1056,38.13176445,23.67148095,"3 Synthetic St, Athens",Athens,2025-01-23,12:00,,199.0,Deep cleaning required for office in Athens,95.0,5.0,3,completed,8,Professional and on time. Recommended.,2025-11-08 17:27:20,2025-11-08 17:27:20
1398,1771,client_451@synthetic.test,Client451,Test,1202,cleaner_82@synthetic.test,Cleaner82,TestPremium,824,house,1215,38.02386239,23.85162053,"5 Synthetic St, Athens",Athens,2025-10-22,14:00,,91.0,Regular cleaning service needed for 1215sqft space,115.0,4.0,3,completed,9,Outstanding work. Will definitely hire again!,2025-11-08 17:27:20,2025-11-08 17:27:20
1400,1767,client_447@synthetic.test,Client447,Test,1222,cleaner_102@synthetic.test,Cleaner102,TestBudget,820,apartment,1010,38.01814263,23.67508721,"7 Synthetic St, Athens",Athens,2025-02-20,13:00,,98.0,Deep cleaning required for apartment in Athens,35.0,6.0,8,completed,6,Acceptable service but room for improvement.,2025-11-08 17:27:20,2025-11-08 17:27:20
1401,1592,client_272@synthetic.test,Client272,Test,1206,cleaner_86@synthetic.test,Cleaner86,TestAverage,586,apartment,1454,38.07010755,23.60178771,"86 Synthetic St, Athens",Athens,2025-01-24,10:00,,60.0,Deep cleaning required for apartment in Athens,105.0,5.0,3,completed,7,"Good job overall, minor issues but satisfied.",2025-11-08 17:27:20,2025-11-08 17:27:20
1402,1463,client_143@synthetic.test,Client143,Test,1199,cleaner_79@synthetic.test,Cleaner79,TestExperienced,413,house,2932,38.10295259,23.77457953,"23 Synthetic St, Athens",Athens,2025-04-03,08:00,,186.0,Regular cleaning service needed for 2932sqft space,325.0,5.0,3,completed,9,"Perfect cleaning, exceeded expectations.",2025-11-08 17:27:20,2025-11-08 17:27:20
1403,1761,client_441@synthetic.test,Client441,Test,1194,cleaner_74@synthetic.test,Cleaner74,TestExperienced,812,apartment,653,38.04596259,23.74909844,"198 Synthetic St, Athens",Athens,2025-04-17,16:00,,149.0,Regular cleaning service needed for 653sqft space,25.0,2.0,6,completed,8,Professional and on time. Recommended.,2025-11-08 17:27:20,2025-11-08 17:27:20
1404,1531,client_211@synthetic.test,Client211,Test,1137,cleaner_17@synthetic.test,Cleaner17,TestPremium,508,office,4308,37.85781893,23.79655564,"135 Synthetic St, Athens",Athens,2025-08-24,14:00,,98.0,Deep cleaning required for office in Athens,630.0,7.0,7,completed,9,Outstanding work. Will definitely hire again!,2025-11-08 17:27:20,2025-11-08 17:27:20
1405,1654,client_334@synthetic.test,Client334,Test,1166,cleaner_46@synthetic.test,Cleaner46,TestExperienced,671,apartment,455,38.01093903,23.61595942,"94 Synthetic St, Athens",Athens,2025-08-31,14:00,,99.0,Deep cleaning required for apartment in Athens,25.0,2.0,8,completed,7,Professional and on time. Recommended.,2025-11-08 17:27:20,2025-11-08 17:27:20
1406,1771,client_451@synthetic.test,Client451,Test,1260,cleaner_140@synthetic.test,Cleaner140,TestAverage,824,house,1215,38.02386239,23.85162053,"5 Synthetic St, Athens",Athens,2025-08-27,08:00,,42.0,Deep cleaning required for house in Athens,45.0,6.0,8,completed,6,"Average cleaning, met basic expectations.",2025-11-08 17:27:20,2025-11-08 17:27:20
1407,1350,client_30@synthetic.test,Client30,Test,1180,cleaner_60@synthetic.test,Cleaner60,TestExperienced,270,house,1798,37.89701119,23.62587388,"106 Synthetic St, Athens",Athens,2025-10-20,14:00,,36.0,Need thorough cleaning of 1798sqft house,195.0,6.0,4,completed,8,"Good job overall, minor issues but satisfied.",2025-11-08 17:27:20,2025-11-08 17:27:20
1408,1440,client_120@synthetic.test,Client120,Test,1174,cleaner_54@synthetic.test,Cleaner54,TestAverage,385,office,1633,37.88021444,23.58882089,"92 Synthetic St, Athens",Athens,2024-12-20,09:00,,113.0,Regular cleaning service needed for 1633sqft space,135.0,5.0,6,completed,7,"Good job overall, minor issues but satisfied.",2025-11-08 17:27:20,2025-11-08 17:27:20
1409,1766,client_446@synthetic.test,Client446,Test,1210,cleaner_90@synthetic.test,Cleaner90,TestPremium,819,apartment,1234,37.88860068,23.80799141,"40 Synthetic St, Athens",Athens,2025-03-18,11:00,,161.0,Regular cleaning service needed for 1234sqft space,110.0,3.0,8,completed,9,Outstanding work. Will definitely hire again!,2025-11-08 17:27:20,2025-11-08 17:27:20
1410,1795,client_475@synthetic.test,Client475,Test,1177,cleaner_57@synthetic.test,Cleaner57,TestExperienced,860,house,2659,38.09778145,23.76326917,"87 Synthetic St, Athens",Athens,2025-05-12,10:00,,114.0,Regular cleaning service needed for 2659sqft space,295.0,5.0,3,completed,9,Excellent service! Very thorough and professional.,2025-11-08 17:27:20,2025-11-08 17:27:20
1412,1789,client_469@synthetic.test,Client469,Test,1203,cleaner_83@synthetic.test,Cleaner83,TestAverage,850,apartment,862,37.95135767,23.67791174,"147 Synthetic St, Athens",Athens,2024-12-15,14:00,,171.0,Deep cleaning required for apartment in Athens,35.0,6.0,3,completed,8,"Quality work, would use again.",2025-11-08 17:27:20,2025-11-08 17:27:20
1413,1683,client_363@synthetic.test,Client363,Test,1136,cleaner_16@synthetic.test,Cleaner16,TestExperienced,706,office,4986,37.91209102,23.59741017,"108 Synthetic St, Athens",Athens,2025-07-28,12:00,,83.0,Regular cleaning service needed for 4986sqft space,695.0,7.0,4,completed,9,Excellent service! Very thorough and professional.,2025-11-08 17:27:20,2025-11-08 17:27:20
1414,1531,client_211@synthetic.test,Client211,Test,1225,cleaner_105@synthetic.test,Cleaner105,TestPremium,508,office,4308,37.85781893,23.79655564,"135 Synthetic St, Athens",Athens,2025-08-09,08:00,,55.0,Regular cleaning service needed for 4308sqft space,875.0,6.0,6,completed,10,"Perfect cleaning, exceeded expectations.",2025-11-08 17:27:20,2025-11-08 17:27:20
1415,1407,client_87@synthetic.test,Client87,Test,1182,cleaner_62@synthetic.test,Cleaner62,TestAverage,344,office,3599,37.96493191,23.65246884,"184 Synthetic St, Athens",Athens,2025-03-04,12:00,,198.0,Deep cleaning required for office in Athens,315.0,5.0,6,completed,8,"Quality work, would use again.",2025-11-08 17:27:20,2025-11-08 17:27:20
1416,1456,client_136@synthetic.test,Client136,Test,1264,cleaner_144@synthetic.test,Cleaner144,TestExperienced,405,office,2144,37.99183973,23.6541369,"16 Synthetic St, Athens",Athens,2025-08-02,16:00,,41.0,Regular cleaning service needed for 2144sqft space,260.0,7.0,7,completed,9,Outstanding work. Will definitely hire again!,2025-11-08 17:27:20,2025-11-08 17:27:20
1417,1614,client_294@synthetic.test,Client294,Test,1264,cleaner_144@synthetic.test,Cleaner144,TestExperienced,616,house,2502,38.09609052,23.60377959,"187 Synthetic St, Athens",Athens,2025-01-15,09:00,,54.0,Deep cleaning required for house in Athens,350.0,5.0,7,completed,8,"Quality work, would use again.",2025-11-08 17:27:20,2025-11-08 17:27:20
1418,1601,client_281@synthetic.test,Client281,Test,1137,cleaner_17@synthetic.test,Cleaner17,TestPremium,599,office,4993,38.02761537,23.67539192,"152 Synthetic St, Athens",Athens,2025-02-17,12:00,,84.0,Deep cleaning required for office in Athens,780.0,6.0,3,completed,9,"Perfect cleaning, exceeded expectations.",2025-11-08 17:27:20,2025-11-08 17:27:20
1419,1699,client_379@synthetic.test,Client379,Test,1187,cleaner_67@synthetic.test,Cleaner67,TestPremium,730,apartment,637,37.97487426,23.62656649,"120 Synthetic St, Athens",Athens,2025-09-21,14:00,,64.0,Deep cleaning required for apartment in Athens,45.0,1.0,4,completed,10,"Perfect cleaning, exceeded expectations.",2025-11-08 17:27:20,2025-11-08 17:27:20
1420,1797,client_477@synthetic.test,Client477,Test,1265,cleaner_145@synthetic.test,Cleaner145,TestExperienced,863,apartment,1038,37.90674574,23.81660768,"16 Synthetic St, Athens",Athens,2025-08-21,09:00,,123.0,Regular cleaning service needed for 1038sqft space,70.0,4.0,8,completed,7,"Quality work, would use again.",2025-11-08 17:27:20,2025-11-08 17:27:20
1421,1610,client_290@synthetic.test,Client290,Test,1186,cleaner_66@synthetic.test,Cleaner66,TestAverage,612,office,2103,37.89234492,23.73543015,"197 Synthetic St, Athens",Athens,2025-01-26,13:00,,171.0,Regular cleaning service needed for 2103sqft space,170.0,5.0,6,completed,7,Professional and on time. Recommended.,2025-11-08 17:27:20,2025-11-08 17:27:20
1423,1646,client_326@synthetic.test,Client326,Test,1154,cleaner_34@synthetic.test,Cleaner34,TestExperienced,661,office,1967,37.84965573,23.5979686,"174 Synthetic St, Athens",Athens,2025-10-25,08:00,,123.0,Regular cleaning service needed for 1967sqft space,195.0,7.0,5,completed,8,"Quality work, would use again.",2025-11-08 17:27:20,2025-11-08 17:27:20
1424,1558,client_238@synthetic.test,Client238,Test,1145,cleaner_25@synthetic.test,Cleaner25,TestBudget,543,house,1631,37.85793704,23.71539181,"197 Synthetic St, Athens",Athens,2024-11-09,10:00,,35.0,Regular cleaning service needed for 1631sqft space,95.0,7.0,4,completed,6,"Average cleaning, met basic expectations.",2025-11-08 17:27:20,2025-11-08 17:27:20
1425,1671,client_351@synthetic.test,Client351,Test,1180,cleaner_60@synthetic.test,Cleaner60,TestExperienced,692,apartment,571,38.12293607,23.72325259,"6 Synthetic St, Athens",Athens,2025-02-22,12:00,,175.0,Regular cleaning service needed for 571sqft space,25.0,1.0,3,completed,8,Professional and on time. Recommended.,2025-11-08 17:27:20,2025-11-08 17:27:20
1426,1460,client_140@synthetic.test,Client140,Test,1318,cleaner_198@synthetic.test,Cleaner198,TestBudget,410,office,650,37.92527826,23.72447985,"191 Synthetic St, Athens",Athens,2025-05-13,11:00,,150.0,Need thorough cleaning of 650sqft office,20.0,1.0,4,completed,5,Got the job done but not exceptional.,2025-11-08 17:27:20,2025-11-08 17:27:20
1427,1751,client_431@synthetic.test,Client431,Test,1159,cleaner_39@synthetic.test,Cleaner39,TestExperienced,799,house,2843,38.01027184,23.7331835,"102 Synthetic St, Athens",Athens,2025-06-03,10:00,,43.0,Deep cleaning required for house in Athens,545.0,6.0,3,completed,9,"Perfect cleaning, exceeded expectations.",2025-11-08 17:27:20,2025-11-08 17:27:20
1428,1407,client_87@synthetic.test,Client87,Test,1219,cleaner_99@synthetic.test,Cleaner99,TestAverage,344,office,3599,37.96493191,23.65246884,"184 Synthetic St, Athens",Athens,2025-06-05,15:00,,114.0,Regular cleaning service needed for 3599sqft space,335.0,6.0,6,completed,6,Acceptable service but room for improvement.,2025-11-08 17:27:20,2025-11-08 17:27:20
1429,1494,client_174@synthetic.test,Client174,Test,1144,cleaner_24@synthetic.test,Cleaner24,TestAverage,457,apartment,1014,38.04080512,23.65382526,"18 Synthetic St, Athens",Athens,2025-07-28,08:00,,45.0,Regular cleaning service needed for 1014sqft space,75.0,5.0,7,completed,7,"Quality work, would use again.",2025-11-08 17:27:20,2025-11-08 17:27:20
1430,1602,client_282@synthetic.test,Client282,Test,1171,cleaner_51@synthetic.test,Cleaner51,TestBudget,600,house,1864,38.0039755,23.84698458,"79 Synthetic St, Athens",Athens,2024-12-10,14:00,,189.0,Deep cleaning required for house in Athens,100.0,8.0,7,completed,5,Acceptable service but room for improvement.,2025-11-08 17:27:20,2025-11-08 17:27:20
1431,1413,client_93@synthetic.test,Client93,Test,1138,cleaner_18@synthetic.test,Cleaner18,TestAverage,350,house,2699,37.95987291,23.8132176,"128 Synthetic St, Athens",Athens,2025-10-23,11:00,,57.0,Deep cleaning required for house in Athens,180.0,8.0,4,completed,8,"Quality work, would use again.",2025-11-08 17:27:20,2025-11-08 17:27:20
1433,1381,client_61@synthetic.test,Client61,Test,1252,cleaner_132@synthetic.test,Cleaner132,TestAverage,306,house,2248,37.85660865,23.85691887,"122 Synthetic St, Athens",Athens,2024-12-22,14:00,,171.0,Need thorough cleaning of 2248sqft house,225.0,8.0,4,completed,8,"Quality work, would use again.",2025-11-08 17:27:20,2025-11-08 17:27:20
1434,1716,client_396@synthetic.test,Client396,Test,1266,cleaner_146@synthetic.test,Cleaner146,TestPremium,753,apartment,617,37.89712051,23.60096616,"155 Synthetic St, Athens",Athens,2025-11-05,10:00,,58.0,Deep cleaning required for apartment in Athens,50.0,4.0,6,completed,9,Outstanding work. Will definitely hire again!,2025-11-08 17:27:20,2025-11-08 17:27:20
1435,1346,client_26@synthetic.test,Client26,Test,1160,cleaner_40@synthetic.test,Cleaner40,TestPremium,265,house,2916,38.02990259,23.68708903,"168 Synthetic St, Athens",Athens,2025-01-13,08:00,,144.0,Need thorough cleaning of 2916sqft house,640.0,5.0,8,completed,9,Excellent service! Very thorough and professional.,2025-11-08 17:27:20,2025-11-08 17:27:20
1436,1770,client_450@synthetic.test,Client450,Test,1194,cleaner_74@synthetic.test,Cleaner74,TestExperienced,823,apartment,534,37.91458626,23.67300093,"142 Synthetic St, Athens",Athens,2025-02-08,10:00,,107.0,Deep cleaning required for apartment in Athens,25.0,1.0,3,completed,8,"Quality work, would use again.",2025-11-08 17:27:20,2025-11-08 17:27:20
1437,1812,client_492@synthetic.test,Client492,Test,1226,cleaner_106@synthetic.test,Cleaner106,TestPremium,888,office,1194,37.8809628,23.83022948,"66 Synthetic St, Athens",Athens,2025-03-18,11:00,,78.0,Need thorough cleaning of 1194sqft office,150.0,5.0,8,completed,10,"Perfect cleaning, exceeded expectations.",2025-11-08 17:27:20,2025-11-08 17:27:20
1438,1805,client_485@synthetic.test,Client485,Test,1233,cleaner_113@synthetic.test,Cleaner113,TestBudget,876,office,1328,37.90758928,23.63629627,"46 Synthetic St, Athens",Athens,2024-12-15,15:00,,95.0,Regular cleaning service needed for 1328sqft space,35.0,3.0,6,completed,7,Professional and on time. Recommended.,2025-11-08 17:27:20,2025-11-08 17:27:20
1440,1373,client_53@synthetic.test,Client53,Test,1166,cleaner_46@synthetic.test,Cleaner46,TestExperienced,296,office,3392,37.83388618,23.62473343,"71 Synthetic St, Athens",Athens,2024-12-04,10:00,,52.0,Need thorough cleaning of 3392sqft office,495.0,6.0,7,completed,8,"Good job overall, minor issues but satisfied.",2025-11-08 17:27:20,2025-11-08 17:27:20
1441,1574,client_254@synthetic.test,Client254,Test,1243,cleaner_123@synthetic.test,Cleaner123,TestAverage,564,apartment,1418,37.8919157,23.81648389,"176 Synthetic St, Athens",Athens,2025-10-31,09:00,,156.0,Need thorough cleaning of 1418sqft apartment,50.0,6.0,7,completed,8,Professional and on time. Recommended.,2025-11-08 17:27:20,2025-11-08 17:27:20
1442,1514,client_194@synthetic.test,Client194,Test,1278,cleaner_158@synthetic.test,Cleaner158,TestAverage,480,apartment,1353,38.04766961,23.77876108,"137 Synthetic St, Athens",Athens,2025-08-24,09:00,,30.0,Regular cleaning service needed for 1353sqft space,65.0,6.0,5,completed,8,"Good job overall, minor issues but satisfied.",2025-11-08 17:27:20,2025-11-08 17:27:20
